"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Koneczny I.; Stevens J.A.A.; De Rosa A.; Huda S.; Huijbers M.G.; Saxena A.; Maestri M.; Lazaridis K.; Zisimopoulou P.; Tzartos S.; Verschuuren J.; van der Maarel S.M.; van Damme P.; De Baets M.H.; Molenaar P.C.; Vincent A.; Ricciardi R.; Martinez-Martinez P.; Losen M.","Koneczny, Inga (35728644000); Stevens, Jo A.A. (56892584500); De Rosa, Anna (57201533940); Huda, Saif (55138965900); Huijbers, Maartje G. (36240704400); Saxena, Abhishek (56328166800); Maestri, Michelangelo (7005679468); Lazaridis, Konstantinos (56603256800); Zisimopoulou, Paraskevi (24376998400); Tzartos, Socrates (7007126407); Verschuuren, Jan (7004442654); van der Maarel, Silvère M. (7003578287); van Damme, Philip (7101714325); De Baets, Marc H. (14624885100); Molenaar, Peter C. (24445789800); Vincent, Angela (55853794100); Ricciardi, Roberta (7007019527); Martinez-Martinez, Pilar (8951108100); Losen, Mario (6507635956)","35728644000; 56892584500; 57201533940; 55138965900; 36240704400; 56328166800; 7005679468; 56603256800; 24376998400; 7007126407; 7004442654; 7003578287; 7101714325; 14624885100; 24445789800; 55853794100; 7007019527; 8951108100; 6507635956","IgG4 autoantibodies against muscle-specific kinase undergo Fab-arm exchange in myasthenia gravis patients","2017","Journal of Autoimmunity","77","","","104","115","11","102","10.1016/j.jaut.2016.11.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008227662&doi=10.1016%2fj.jaut.2016.11.005&partnerID=40&md5=45a6c4307e933f58974e043246ca5737","Department of Psychiatry and Neuropsychology, School for Mental Health and Neuroscience, Maastricht University, Universiteitssingel 50, Maastricht, 6229, Netherlands; Department of Clinical and Experimental Medicine, Neurology Unit, University of Pisa, Via Paradisa 2, Pisa, 56124, Italy; Neurology Department, Nuffield Department of Clinical Neurosciences, West Wing, John Radcliffe Hospital, Oxford, OX3 9DU, United Kingdom; Department of Neurology, Leiden University Medical Center, Albinusdreef 2, Leiden, 2333, Netherlands; Hellenic Pasteur Institute, 127 Vasilissis Sofias Avenue 115 21, Ampelokipi, Athens, Greece; Neurology Department, University Hospital, Herestraat 49, Leuven, 3000, Belgium; KU Leuven - University of Leuven, Department of Neurosciences, VIB - Vesalius Research Center, Experimental Neurology - Laboratory of Neurobiology, Leuven, Belgium; Department of Human Genetics, Leiden University Medical Center, Albinusdreef 2, Leiden, 2333, Netherlands","Koneczny I., Department of Psychiatry and Neuropsychology, School for Mental Health and Neuroscience, Maastricht University, Universiteitssingel 50, Maastricht, 6229, Netherlands; Stevens J.A.A., Department of Psychiatry and Neuropsychology, School for Mental Health and Neuroscience, Maastricht University, Universiteitssingel 50, Maastricht, 6229, Netherlands; De Rosa A., Department of Clinical and Experimental Medicine, Neurology Unit, University of Pisa, Via Paradisa 2, Pisa, 56124, Italy; Huda S., Neurology Department, Nuffield Department of Clinical Neurosciences, West Wing, John Radcliffe Hospital, Oxford, OX3 9DU, United Kingdom; Huijbers M.G., Department of Neurology, Leiden University Medical Center, Albinusdreef 2, Leiden, 2333, Netherlands, Department of Human Genetics, Leiden University Medical Center, Albinusdreef 2, Leiden, 2333, Netherlands; Saxena A., Department of Psychiatry and Neuropsychology, School for Mental Health and Neuroscience, Maastricht University, Universiteitssingel 50, Maastricht, 6229, Netherlands; Maestri M., Department of Clinical and Experimental Medicine, Neurology Unit, University of Pisa, Via Paradisa 2, Pisa, 56124, Italy; Lazaridis K., Hellenic Pasteur Institute, 127 Vasilissis Sofias Avenue 115 21, Ampelokipi, Athens, Greece, Neurology Department, University Hospital, Herestraat 49, Leuven, 3000, Belgium; Zisimopoulou P., Hellenic Pasteur Institute, 127 Vasilissis Sofias Avenue 115 21, Ampelokipi, Athens, Greece, Neurology Department, University Hospital, Herestraat 49, Leuven, 3000, Belgium; Tzartos S., Hellenic Pasteur Institute, 127 Vasilissis Sofias Avenue 115 21, Ampelokipi, Athens, Greece, Neurology Department, University Hospital, Herestraat 49, Leuven, 3000, Belgium; Verschuuren J., Department of Neurology, Leiden University Medical Center, Albinusdreef 2, Leiden, 2333, Netherlands; van der Maarel S.M., Department of Human Genetics, Leiden University Medical Center, Albinusdreef 2, Leiden, 2333, Netherlands; van Damme P., Neurology Department, University Hospital, Herestraat 49, Leuven, 3000, Belgium, KU Leuven - University of Leuven, Department of Neurosciences, VIB - Vesalius Research Center, Experimental Neurology - Laboratory of Neurobiology, Leuven, Belgium; De Baets M.H., Department of Psychiatry and Neuropsychology, School for Mental Health and Neuroscience, Maastricht University, Universiteitssingel 50, Maastricht, 6229, Netherlands; Molenaar P.C., Department of Psychiatry and Neuropsychology, School for Mental Health and Neuroscience, Maastricht University, Universiteitssingel 50, Maastricht, 6229, Netherlands; Vincent A., Neurology Department, Nuffield Department of Clinical Neurosciences, West Wing, John Radcliffe Hospital, Oxford, OX3 9DU, United Kingdom; Ricciardi R., Department of Clinical and Experimental Medicine, Neurology Unit, University of Pisa, Via Paradisa 2, Pisa, 56124, Italy; Martinez-Martinez P., Department of Psychiatry and Neuropsychology, School for Mental Health and Neuroscience, Maastricht University, Universiteitssingel 50, Maastricht, 6229, Netherlands; Losen M., Department of Psychiatry and Neuropsychology, School for Mental Health and Neuroscience, Maastricht University, Universiteitssingel 50, Maastricht, 6229, Netherlands","M. Losen; Department of Psychiatry and Neuropsychology, School for Mental Health and Neuroscience, Maastricht University, Maastricht, Universiteitssingel 50, 6229, Netherlands; email: m.losen@maastrichtuniversity.nl","","Academic Press","08968411","","JOAUE","27965060","English","J. Autoimmun.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85008227662"
"Schramm V.L.","Schramm, Vern L. (35509217100)","35509217100","Enzymatic Transition States and Drug Design","2018","Chemical Reviews","118","22","","11194","11258","64","52","10.1021/acs.chemrev.8b00369","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055432776&doi=10.1021%2facs.chemrev.8b00369&partnerID=40&md5=a2ce10af40229a3693c026ffbf71143e","Department of Biochemistry, Albert Einstein College of Medicine, 1300 Morris Park Avenue, Bronx, 10461, NY, United States","Schramm V.L., Department of Biochemistry, Albert Einstein College of Medicine, 1300 Morris Park Avenue, Bronx, 10461, NY, United States","V.L. Schramm; Department of Biochemistry, Albert Einstein College of Medicine, Bronx, 1300 Morris Park Avenue, 10461, United States; email: vern.schramm@einstein.yu.edu","","American Chemical Society","00092665","","CHREA","30335982","English","Chem. Rev.","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85055432776"
"Poudel P.; Anand A.; Ghosh S.","Poudel, Prakash (24734278700); Anand, A. (57226559024); Ghosh, S. (58265727400)","24734278700; 57226559024; 58265727400","Juvenile Generalized Myasthenia Gravis: Presented as Unilateral Blepharoptosis and Successfully Managed with Pulse Intravenous Methylprednisolone","2021","Kathmandu University Medical Journal","19","75","","402","407","5","0","10.3126/kumj.v19i3.49750","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127313792&doi=10.3126%2fkumj.v19i3.49750&partnerID=40&md5=b3cb8eda0765c03c0b8ccd589731b782","Department of Paediatrics and Adolescent Medicine, B.P. Koirala Institute of Health Sciences, Dharan, Nepal","Poudel P., Department of Paediatrics and Adolescent Medicine, B.P. Koirala Institute of Health Sciences, Dharan, Nepal; Anand A., Department of Paediatrics and Adolescent Medicine, B.P. Koirala Institute of Health Sciences, Dharan, Nepal; Ghosh S., Department of Paediatrics and Adolescent Medicine, B.P. Koirala Institute of Health Sciences, Dharan, Nepal","P. Poudel; Department of Paediatrics and Adolescent Medicine, B.P. Koirala Institute of Health Sciences, Dharan, Nepal; email: prakash.poudel@bpkihs.edu","","Kathmandu University","18122027","","","","English","Kathmandu Univ. Med. J.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85127313792"
"Manganotti P.; Garascia G.; Furlanis G.; Buoite Stella A.","Manganotti, Paolo (7004137460); Garascia, Gabriele (57731700300); Furlanis, Giovanni (56485946700); Buoite Stella, Alex (57193841739)","7004137460; 57731700300; 56485946700; 57193841739","Efficacy of intravenous immunoglobulin (IVIg) on COVID-19-related neurological disorders over the last 2 years: an up-to-date narrative review","2023","Frontiers in Neuroscience","17","","1159929","","","","6","10.3389/fnins.2023.1159929","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158911940&doi=10.3389%2ffnins.2023.1159929&partnerID=40&md5=237e9641c2295074131c0ea7133f0614","Department of Medicine, Surgery and Health Sciences, University Hospital of Trieste, Clinical Unit of Neurology, Azienda Sanitaria Universitaria Giuliano Isontina (ASUGI), University of Trieste, Trieste, Italy","Manganotti P., Department of Medicine, Surgery and Health Sciences, University Hospital of Trieste, Clinical Unit of Neurology, Azienda Sanitaria Universitaria Giuliano Isontina (ASUGI), University of Trieste, Trieste, Italy; Garascia G., Department of Medicine, Surgery and Health Sciences, University Hospital of Trieste, Clinical Unit of Neurology, Azienda Sanitaria Universitaria Giuliano Isontina (ASUGI), University of Trieste, Trieste, Italy; Furlanis G., Department of Medicine, Surgery and Health Sciences, University Hospital of Trieste, Clinical Unit of Neurology, Azienda Sanitaria Universitaria Giuliano Isontina (ASUGI), University of Trieste, Trieste, Italy; Buoite Stella A., Department of Medicine, Surgery and Health Sciences, University Hospital of Trieste, Clinical Unit of Neurology, Azienda Sanitaria Universitaria Giuliano Isontina (ASUGI), University of Trieste, Trieste, Italy","P. Manganotti; Department of Medicine, Surgery and Health Sciences, University Hospital of Trieste, Clinical Unit of Neurology, Azienda Sanitaria Universitaria Giuliano Isontina (ASUGI), University of Trieste, Trieste, Italy; email: pmanganotti@units.it","","Frontiers Media SA","16624548","","","","English","Front. Neurosci.","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85158911940"
"Wang S.; Breskovska I.; Gandhy S.; Punga A.R.; Guptill J.T.; Kaminski H.J.","Wang, Shuhui (56579716900); Breskovska, Iva (57203000664); Gandhy, Shreya (57194004229); Punga, Anna Rostedt (55901808900); Guptill, Jeffery T. (55215315400); Kaminski, Henry J. (7006723901)","56579716900; 57203000664; 57194004229; 55901808900; 55215315400; 7006723901","Advances in autoimmune myasthenia gravis management","2018","Expert Review of Neurotherapeutics","18","7","","573","588","15","39","10.1080/14737175.2018.1491310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050179728&doi=10.1080%2f14737175.2018.1491310&partnerID=40&md5=fa24e975502fbe3d1bae2218904c8876","Department of Neurology, George Washington University, Washington, DC, United States; Department of Neurology, Beijing Friendship Hospital, Capital Medical University, Beijing, China; Department of Neuroscience, Clinical Neurophysiology, Uppsala University, Uppsala, Sweden; Department of Neurology, Duke University Medical Center, Durham, NC, United States","Wang S., Department of Neurology, George Washington University, Washington, DC, United States, Department of Neurology, Beijing Friendship Hospital, Capital Medical University, Beijing, China; Breskovska I., Department of Neurology, George Washington University, Washington, DC, United States; Gandhy S., Department of Neurology, George Washington University, Washington, DC, United States; Punga A.R., Department of Neuroscience, Clinical Neurophysiology, Uppsala University, Uppsala, Sweden; Guptill J.T., Department of Neurology, Duke University Medical Center, Durham, NC, United States; Kaminski H.J., Department of Neurology, George Washington University, Washington, DC, United States","H.J. Kaminski; Department of Neurology, GW-Medical Faculty Associates, Washington, 2150 Pennsylvania Avenue, 20008, United States; email: HKaminski@mfa.gwu.edu","","Taylor and Francis Ltd","14737175","","ERNXA","29932785","English","Expert Rev. Neurother.","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85050179728"
"Storebø O.J.; Pedersen N.; Ramstad E.; Kielsholm M.L.; Nielsen S.S.; Krogh H.B.; Moreira-Maia C.R.; Magnusson F.L.; Holmskov M.; Gerner T.; Skoog M.; Rosendal S.; Groth C.; Gillies D.; Buch Rasmussen K.; Gauci D.; Zwi M.; Kirubakaran R.; Håkonsen S.J.; Aagaard L.; Simonsen E.; Gluud C.","Storebø, Ole Jakob (35321488300); Pedersen, Nadia (57189341547); Ramstad, Erica (57031727800); Kielsholm, Maja Lærke (57200692522); Nielsen, Signe Sofie (57200689509); Krogh, Helle B. (57031647100); Moreira-Maia, Carlos R. (57031894500); Magnusson, Frederik L. (57031778300); Holmskov, Mathilde (57031926800); Gerner, Trine (59273478700); Skoog, Maria (35765909000); Rosendal, Susanne (23474967400); Groth, Camilla (57205274541); Gillies, Donna (55947412700); Buch Rasmussen, Kirsten (57189013591); Gauci, Dorothy (56857511800); Zwi, Morris (6603655004); Kirubakaran, Richard (6506528019); Håkonsen, Sasja J. (55562029200); Aagaard, Lise (18533678500); Simonsen, Erik (57210689819); Gluud, Christian (57218494418)","35321488300; 57189341547; 57031727800; 57200692522; 57200689509; 57031647100; 57031894500; 57031778300; 57031926800; 59273478700; 35765909000; 23474967400; 57205274541; 55947412700; 57189013591; 56857511800; 6603655004; 6506528019; 55562029200; 18533678500; 57210689819; 57218494418","Methylphenidate for attention deficit hyperactivity disorder (ADHD) in children and adolescents - assessment of adverse events in non-randomised studies","2018","Cochrane Database of Systematic Reviews","2018","5","CD012069","","","","65","10.1002/14651858.CD012069.pub2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046641433&doi=10.1002%2f14651858.CD012069.pub2&partnerID=40&md5=03e3af0fbdda13c7d4de8a6c9eb2a018","Region Zealand, Child and Adolescent Psychiatric Department, Birkevaenget 3, Roskilde, 4300, Denmark; Region Zealand Psychiatry, Psychiatric Research Unit, Slagelse, Denmark; University of Southern Denmark, Department of Psychology, Faculty of Health Science, Campusvej 55, Odense, 5230, Denmark; Federal University of Rio Grande do Sul, Department of Psychiatry, Rua Ramiro Barcelos, 2350-2201A, Porto Alegre, RS, 90035-003, Brazil; Clinical Studies Sweden - Forum South, Clinical Study Support, Lund, Sweden; Psychiatric Centre North Zealand, The Capital Region of Denmark, Denmark; Herlev University Hospital, Pediatric Department, Capital Region, Herlev, Denmark; Sydney, NSW, Australia; Department of Health, Directorate for Health Information and Research, 95 G'Mangia Hill, G'Mangia, PTA, 1313, Malta; Whittington Health, Islington Child and Adolescent Mental Health Service, 580 Holloway Road, London, N7 6LB, United Kingdom; Christian Medical College, Cochrane South Asia, Prof. BV Moses Centre for Evidence-Informed Health Care and Health Policy, Carman Block II Floor, CMC Campus, Bagayam, Vellore, 632002, India; Aalborg University, Department of Health Science and Technology, Niels Jernes Vej 14, Aalborg, 9220, Denmark; Havemann Law Firm, Copenhagen, Denmark; Copenhagen Trial Unit, Centre for Clinical Intervention Research, Department 7812, Rigshospitalet, Copenhagen University Hospital, Cochrane Hepato-Biliary Group, Blegdamsvej 9, Copenhagen, DK-2100, Denmark; Copenhagen University Hospital, Copenhagen Trial Unit, Centre for Clinical Intervention Research, Copenhagen, Denmark","Storebø O.J., Region Zealand, Child and Adolescent Psychiatric Department, Birkevaenget 3, Roskilde, 4300, Denmark, Region Zealand Psychiatry, Psychiatric Research Unit, Slagelse, Denmark, University of Southern Denmark, Department of Psychology, Faculty of Health Science, Campusvej 55, Odense, 5230, Denmark; Pedersen N., Region Zealand Psychiatry, Psychiatric Research Unit, Slagelse, Denmark; Ramstad E., Region Zealand, Child and Adolescent Psychiatric Department, Birkevaenget 3, Roskilde, 4300, Denmark, Region Zealand Psychiatry, Psychiatric Research Unit, Slagelse, Denmark; Kielsholm M.L., Region Zealand Psychiatry, Psychiatric Research Unit, Slagelse, Denmark; Nielsen S.S., Region Zealand Psychiatry, Psychiatric Research Unit, Slagelse, Denmark; Krogh H.B., Region Zealand, Child and Adolescent Psychiatric Department, Birkevaenget 3, Roskilde, 4300, Denmark, Region Zealand Psychiatry, Psychiatric Research Unit, Slagelse, Denmark; Moreira-Maia C.R., Federal University of Rio Grande do Sul, Department of Psychiatry, Rua Ramiro Barcelos, 2350-2201A, Porto Alegre, RS, 90035-003, Brazil; Magnusson F.L., Region Zealand Psychiatry, Psychiatric Research Unit, Slagelse, Denmark; Holmskov M., Region Zealand Psychiatry, Psychiatric Research Unit, Slagelse, Denmark; Gerner T., Region Zealand Psychiatry, Psychiatric Research Unit, Slagelse, Denmark; Skoog M., Clinical Studies Sweden - Forum South, Clinical Study Support, Lund, Sweden; Rosendal S., Psychiatric Centre North Zealand, The Capital Region of Denmark, Denmark; Groth C., Herlev University Hospital, Pediatric Department, Capital Region, Herlev, Denmark; Gillies D., Sydney, NSW, Australia; Buch Rasmussen K., Region Zealand Psychiatry, Psychiatric Research Unit, Slagelse, Denmark; Gauci D., Department of Health, Directorate for Health Information and Research, 95 G'Mangia Hill, G'Mangia, PTA, 1313, Malta; Zwi M., Whittington Health, Islington Child and Adolescent Mental Health Service, 580 Holloway Road, London, N7 6LB, United Kingdom; Kirubakaran R., Christian Medical College, Cochrane South Asia, Prof. BV Moses Centre for Evidence-Informed Health Care and Health Policy, Carman Block II Floor, CMC Campus, Bagayam, Vellore, 632002, India; Håkonsen S.J., Aalborg University, Department of Health Science and Technology, Niels Jernes Vej 14, Aalborg, 9220, Denmark; Aagaard L., Havemann Law Firm, Copenhagen, Denmark; Simonsen E., Region Zealand Psychiatry, Psychiatric Research Unit, Slagelse, Denmark; Gluud C., Copenhagen Trial Unit, Centre for Clinical Intervention Research, Department 7812, Rigshospitalet, Copenhagen University Hospital, Cochrane Hepato-Biliary Group, Blegdamsvej 9, Copenhagen, DK-2100, Denmark, Copenhagen University Hospital, Copenhagen Trial Unit, Centre for Clinical Intervention Research, Copenhagen, Denmark","O.J. Storebø; Region Zealand, Child and Adolescent Psychiatric Department, Roskilde, Birkevaenget 3, 4300, Denmark; email: ojst@regionsjaelland.dk","","John Wiley and Sons Ltd","14651858","","","29744873","English","Cochrane Database Syst. Rev.","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85046641433"
"Zhang T.; Zhong J.; Ji X.; Sun J.; Cui Y.; Wang S.","Zhang, Tao (59162028800); Zhong, Junhong (59162099200); Ji, Xu (59162054200); Sun, Jingqing (56171737500); Cui, Yingxue (55285800200); Wang, Shaosong (57193490477)","59162028800; 59162099200; 59162054200; 56171737500; 55285800200; 57193490477","Vitamin D add on the standard treatment for myasthenia gravis symptoms following total gastrectomy: a case report","2024","BMC Neurology","24","1","188","","","","0","10.1186/s12883-024-03687-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195344995&doi=10.1186%2fs12883-024-03687-z&partnerID=40&md5=cd276718d1dc9203e85a0e6125df332d","Department of Acupuncture, Beijing Hospital of Traditional Chinese Medicine, Capital Medical University, No.23 Museum Back Street, Dongcheng District, Beijing, 100010, China; Department of Neurology, Inner Mongolia Hospital affiliated to Beijing Hospital of Traditional Chinese Medicine, Bayannur city, Inner Mongolia Autonomous Region, 015000, China","Zhang T., Department of Acupuncture, Beijing Hospital of Traditional Chinese Medicine, Capital Medical University, No.23 Museum Back Street, Dongcheng District, Beijing, 100010, China, Department of Neurology, Inner Mongolia Hospital affiliated to Beijing Hospital of Traditional Chinese Medicine, Bayannur city, Inner Mongolia Autonomous Region, 015000, China; Zhong J., Department of Acupuncture, Beijing Hospital of Traditional Chinese Medicine, Capital Medical University, No.23 Museum Back Street, Dongcheng District, Beijing, 100010, China; Ji X., Department of Acupuncture, Beijing Hospital of Traditional Chinese Medicine, Capital Medical University, No.23 Museum Back Street, Dongcheng District, Beijing, 100010, China; Sun J., Department of Acupuncture, Beijing Hospital of Traditional Chinese Medicine, Capital Medical University, No.23 Museum Back Street, Dongcheng District, Beijing, 100010, China; Cui Y., Department of Acupuncture, Beijing Hospital of Traditional Chinese Medicine, Capital Medical University, No.23 Museum Back Street, Dongcheng District, Beijing, 100010, China; Wang S., Department of Acupuncture, Beijing Hospital of Traditional Chinese Medicine, Capital Medical University, No.23 Museum Back Street, Dongcheng District, Beijing, 100010, China","Y. Cui; Department of Acupuncture, Beijing Hospital of Traditional Chinese Medicine, Capital Medical University, Beijing, No.23 Museum Back Street, Dongcheng District, 100010, China; email: cuiyingxueyx0126@163.com; S. Wang; Department of Acupuncture, Beijing Hospital of Traditional Chinese Medicine, Capital Medical University, Beijing, No.23 Museum Back Street, Dongcheng District, 100010, China; email: wangssmail@163.com","","BioMed Central Ltd","14712377","","BNMEC","38840065","English","BMC Neurol.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85195344995"
"Mignan T.; Targett M.; Lowrie M.","Mignan, Thomas (57211886734); Targett, Mike (6701624075); Lowrie, Mark (26649518300)","57211886734; 6701624075; 26649518300","Classification of myasthenia gravis and congenital myasthenic syndromes in dogs and cats","2020","Journal of Veterinary Internal Medicine","34","5","","1707","1717","10","20","10.1111/jvim.15855","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087911074&doi=10.1111%2fjvim.15855&partnerID=40&md5=aa08ced7a45e1baf2f9e4feef927270f","Dovecote Veterinary Hospital, Derby, United Kingdom; School of Veterinary Medicine and Science, University of Nottingham, Leicestershire, United Kingdom","Mignan T., Dovecote Veterinary Hospital, Derby, United Kingdom; Targett M., School of Veterinary Medicine and Science, University of Nottingham, Leicestershire, United Kingdom; Lowrie M., Dovecote Veterinary Hospital, Derby, United Kingdom","M. Lowrie; Dovecote Veterinary Hospital, Derby, United Kingdom; email: mark.lowrie@dovecoteveterinaryhospital.co.uk","","Blackwell Publishing Inc.","08916640","","","32668077","English","J. Vet. Intern. Med.","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85087911074"
"Klimi E.; Kataxaki E.","Klimi, Eleni (10043720600); Kataxaki, Evangelia (6506648619)","10043720600; 6506648619","Systemic Lupus Erythematosus and Myasthenia Gravis in a Male Patient: An HLA Case Investigated","2021","Mediterranean Journal of Rheumatology","32","3","","285","286","1","0","10.31138/mjr.32.3.285","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120039839&doi=10.31138%2fmjr.32.3.285&partnerID=40&md5=239cbe78e39abef52d49004d69635055","Department of Dermatology; 2Department of Rheumatology, Thriassio General Hospital, Athens, Greece","Klimi E., Department of Dermatology; 2Department of Rheumatology, Thriassio General Hospital, Athens, Greece; Kataxaki E., Department of Dermatology; 2Department of Rheumatology, Thriassio General Hospital, Athens, Greece","Department of Dermatology, Thriassio General Hospital, Magoula Athens, Gennimata Ave., 19200, Greece; email: elenik2019@yahoo.com","","Greek Rheumatology Society and Professional Association of Rheumatologists","24593516","","","","English","Mediterranean J. Rheumatology","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85120039839"
"Sun D.-P.; Chen W.-M.; Wang L.; Wang Z.; Liang J.-H.; Zhu H.-Y.; Fan L.; Wu Y.-J.; Xu W.; Li J.-Y.","Sun, Dao-Ping (56893003800); Chen, Wen-Ming (56402128500); Wang, Li (57564825200); Wang, Zhen (56016166500); Liang, Jin-Hua (56554336600); Zhu, Hua-Yuan (15521632900); Fan, Lei (36647506600); Wu, Yu-Jie (35304261200); Xu, Wei (57207174947); Li, Jian-Yong (56144699800)","56893003800; 56402128500; 57564825200; 56016166500; 56554336600; 15521632900; 36647506600; 35304261200; 57207174947; 56144699800","Clinical characteristics and immunological abnormalities of Castleman disease complicated with autoimmune diseases","2021","Journal of Cancer Research and Clinical Oncology","147","7","","2107","2115","8","17","10.1007/s00432-020-03494-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100555836&doi=10.1007%2fs00432-020-03494-2&partnerID=40&md5=ae53d51fab13a8ba4170d0db3a743610","Department of Hematology, The First Affiliated Hospital of Nanjing Medical University, Jiangsu Province Hospital, Nanjing, 210029, China; Pukou CLL Center, Nanjing, 210000, China; Department of Pathology, The First Affiliated Hospital of Nanjing Medical University, Jiangsu Province Hospital, Nanjing, 210029, China; Department of Hematology, Jining No. 1 People’s Hospital, Jining, 272011, China; Department of Oncology, Jining No. 1 People’s Hospital, Jining, 272011, China","Sun D.-P., Department of Hematology, The First Affiliated Hospital of Nanjing Medical University, Jiangsu Province Hospital, Nanjing, 210029, China, Department of Hematology, Jining No. 1 People’s Hospital, Jining, 272011, China; Chen W.-M., Department of Oncology, Jining No. 1 People’s Hospital, Jining, 272011, China; Wang L., Department of Hematology, The First Affiliated Hospital of Nanjing Medical University, Jiangsu Province Hospital, Nanjing, 210029, China, Pukou CLL Center, Nanjing, 210000, China; Wang Z., Department of Pathology, The First Affiliated Hospital of Nanjing Medical University, Jiangsu Province Hospital, Nanjing, 210029, China; Liang J.-H., Department of Hematology, The First Affiliated Hospital of Nanjing Medical University, Jiangsu Province Hospital, Nanjing, 210029, China, Pukou CLL Center, Nanjing, 210000, China; Zhu H.-Y., Department of Hematology, The First Affiliated Hospital of Nanjing Medical University, Jiangsu Province Hospital, Nanjing, 210029, China, Pukou CLL Center, Nanjing, 210000, China; Fan L., Department of Hematology, The First Affiliated Hospital of Nanjing Medical University, Jiangsu Province Hospital, Nanjing, 210029, China, Pukou CLL Center, Nanjing, 210000, China; Wu Y.-J., Department of Hematology, The First Affiliated Hospital of Nanjing Medical University, Jiangsu Province Hospital, Nanjing, 210029, China, Pukou CLL Center, Nanjing, 210000, China; Xu W., Department of Hematology, The First Affiliated Hospital of Nanjing Medical University, Jiangsu Province Hospital, Nanjing, 210029, China, Pukou CLL Center, Nanjing, 210000, China; Li J.-Y., Department of Hematology, The First Affiliated Hospital of Nanjing Medical University, Jiangsu Province Hospital, Nanjing, 210029, China, Pukou CLL Center, Nanjing, 210000, China","W. Xu; Department of Hematology, The First Affiliated Hospital of Nanjing Medical University, Jiangsu Province Hospital, Nanjing, 210029, China; email: xuwei10000@hotmail.com; J.-Y. Li; Department of Hematology, The First Affiliated Hospital of Nanjing Medical University, Jiangsu Province Hospital, Nanjing, 210029, China; email: lijianyonglm@126.com","","Springer Science and Business Media Deutschland GmbH","01715216","","JCROD","33544201","English","J. Cancer Res. Clin. Oncol.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85100555836"
